nom,prénom,email,département,naissance,visites,dépenses
Navarro,Luc,lnavarro1@orange.fr,86,1990-06-26,116,4197.17
Lefebvre,Aimé,alefebvre@noos.fr,31,1986-04-11,22,558.79
Pelletier,Daniel,dpelletier@dbmail.com,95,1955-11-30,127,13144.79
Fouquet,Benoît,bfouquet@tiscali.fr,40,1958-03-18,43,2738.46
Barbier,Sébastien,sbarbier1@club-internet.fr,03,1960-09-08,80,6930.25
Pottier,Xavier,xpottier@dbmail.com,09,1994-08-31,81,1519.96
Texier,Julien,jtexier@yahoo.fr,88,1999-02-11,99,7350.71
Benard,Mathilde,mbenard@dbmail.com,02,1996-07-13,39,3055.7
Leveque,Henri,hleveque1@wanadoo.fr,44,1958-09-07,49,2859.07
Petitjean,Juliette,jpetitjean@voila.fr,85,1954-03-19,60,4093.12
Bernier,Margaret,mbernier1@gmail.com,39,1960-05-29,81,12140.02
Diaz,Marcel,mdiaz@laposte.net,18,2000-08-23,141,18220.13
Gregoire,François,fgregoire@club-internet.fr,42,1958-05-16,149,12122.72
Navarro,Margaud,mnavarro1@sfr.fr,88,1959-08-21,117,11319.75
Coulon,Agnès,acoulon2@ifrance.com,70,1969-06-29,23,-143.93
Fischer,Benoît,bfischer4@tele2.fr,2C,1948-08-02,119,12608.04
Besnard,Julien,jbesnard1@orange.fr,89,1999-04-26,148,9591.26
Vasseur,Laure,lvasseur1@ifrance.com,92,1964-03-20,140,13493.79
Barbe,Michel,mbarbe2@sfr.fr,71,1982-07-24,12,-787.68
Sanchez,Vincent,vsanchez@orange.fr,82,2008-10-35,96,13023.84
Blin,Lorraine,lblin@free.fr,87,1958-01-06,9,1153.56
Marin,Arnaude,amarin1@laposte.net,79,2008-10-29,65,-7394.15
Godard,Valentine,vgodard@hotmail.fr,977,2003-01-03,104,2476.03
Boulay,Timothée,tboulay1@noos.fr,89,1953-08-10,25,2139.92
Reynaud,Denise,dreynaud3@sfr.fr,2A,1981-04-02,120,5432.49
Gay,Diane,dgay@ifrance.com,69,1995-10-01,-78,4545.7
Garnier,Frédéric,fgarnier@free.fr,21,1997-08-11,20,2987.49
Perrier,Océane,operrier@tiscali.fr,2A,1972-09-04,113,8577.26
Baudry,Emmanuelle,ebaudry@club-internet.fr,19,1997-02-28,109,9599.64
Chartier,Benjamin,bchartier@gmail.com,95,1971-07-17,46,5727.66
Goncalves,Dorothée,dgoncalves1@laposte.net,78,1967-06-24,69,1181.74
Klein,Matthieu,mklein@sfr.fr,36,1973-09-27,130,1711.37
Ferrand,Claudine,cferrand1@tiscali.fr,32,1998-09-14,31,3548.43
Fontaine,Jeannine,jfontaine@ifrance.com,973,1989-08-22,15,2042.97
Bertin,Alexandria,abertin1@orange.fr,65,1967-03-31,148,13199.65
Mathieu,Théodore,tmathieu@bouygtel.fr,972,2014-16-29,34,3962.9
Chauvin,Maryse,mchauvin@live.com,08,1945-06-06,148,16272.1
Guillaume,Sophie,sguillaume@ifrance.com,68,1981-12-15,48,1424.2
Roche,Laure,lroche@tiscali.fr,44,2013-15-35,78,6335.85
Georges,Maurice,mgeorges.club-internet.fr,57,1996-03-02,98,7092.3
Seguin,Thérèse,tseguin1@laposte.net,72,1980-11-28,27,2079.61
Neveu,Stéphane,sneveu@yahoo.fr,24,1998-03-02,121,8172.69
Da Silva,Stéphanie,sda silva@tele2.fr,69,1943-10-23,128,9373.74
Carlier,Isabelle,icarlier1@dbmail.com,24,1958-08-10,23,2739.88
Riviere,William,wriviere@hotmail.fr,95,1956-05-11,38,2097.45
Leroux,Catherine,cleroux1@dbmail.com,90,1951-02-09,111,11472.83
Renaud,Gabriel,grenaud@noos.fr,31,1940-12-28,54,684.59
Leveque,Laure,lleveque1@free.fr,43,1971-04-09,52,-112.28
Meyer,Christelle,cmeyer1@voila.fr,2C,1989-05-26,145,11030.88
Chevallier,Lorraine,lchevallier1@orange.fr,2C,1966-05-16,75,6590.07
Leduc,Grégoire,gleduc@voila.fr,80,1993-01-10,118,9668.36
Herve,Gilles,gherve@sfr.fr,07,1983-04-27,126,3672.19
Tanguy,Lorraine,ltanguy@noos.fr,77,1956-04-15,119,-16069.4
Maury,Adélaïde,amaury@yahoo.fr,42,1973-08-19,125,1031.3
Hernandez,Juliette,jhernandez@laposte.net,88,1968-05-23,139,2219.07
Raynaud,Élodie,eraynaud3@wanadoo.fr,25,2018-16-35,62,6461.78
Goncalves,Claudine,cgoncalves1@bouygtel.fr,34,1961-09-07,40,3643.96
Hamon,Jacqueline,jhamon@dbmail.com,25,1941-06-10,150,-11559.45
Wagner,Capucine,cwagner1@sfr.fr,47,1977-10-21,123,10564.4
Hernandez,Marc,mhernandez.tele2.fr,62,1966-08-18,13,1576.07
Dupuis,Chantal,cdupuis@hotmail.fr,48,1967-05-02,115,8359.27
Vaillant,Joséphine,jvaillant@laposte.net,973,1943-10-01,56,3140.12
Gilbert,Aimé,agilbert1@yahoo.fr,47,2003-03-24,48,775.68
Charpentier,Claire,ccharpentier@live.com,978,1988-08-13,86,1850.58
Gomes,Luce,lgomes@live.com,86,2001-01-23,96,14348.82
Rocher,Robert,rrocher@ifrance.com,2C,1940-05-11,93,10039.55
Pasquier,Alexandrie,apasquier5@live.com,32,2019-14-34,149,6949.14
Grenier,Zacharie,zgrenier@hotmail.fr,978,1940-09-06,102,6192.63
Jacquot,Henri,hjacquot@tele2.fr,61,1944-03-01,53,1957.89
Bourgeois,Philippine,pbourgeois6@tele2.fr,56,1969-07-03,61,1033.47
Letellier,Arthur,aletellier@free.fr,66,1980-12-04,108,605.31
Dumont,Claudine,cdumont@gmail.com,44,1963-09-15,31,3893.89
Ferrand,Eugène,eferrand7@bouygtel.fr,64,1955-05-04,54,902.82
Delannoy,Tristan,tdelannoy1@laposte.net,29,1982-06-18,37,2479.82
Leroux,Denis,dleroux@hotmail.fr,29,1978-04-19,2,-165.17
Renault,Marie,mrenault@orange.fr,12,1978-06-30,27,710.91
Benard,Lucy,lbenard8@bouygtel.fr,70,1990-02-01,97,325.88
Lefevre,Luce,llefevre1@gmail.com,13,1980-10-01,147,16325.19
Antoine,Aurélie,aantoine1@wanadoo.fr,977,1943-05-10,69,-2188.46
Charles,Valérie,vcharles@gmail.com,56,2001-05-03,110,4188.81
Laporte,Eugène,elaporte@hotmail.fr,2B,1941-12-24,139,5211.01
Loiseau,Bertrand,bloiseau1@gmail.com,49,1993-10-28,145,10716.26
Pascal,Zoé,zpascal@tiscali.fr,64,1963-09-16,148,7012.98
Martineau,Henri,hmartineau@live.com,88,1974-03-19,143,10149.83
Delattre,Nath,ndelattre1@noos.fr,55,1967-04-15,41,916.13
Moreau,Camille,cmoreau@yahoo.fr,35,1962-12-11,90,5179.82
Giraud,Élisabeth,egiraud1@live.com,93,1944-09-01,87,-2185.97
Lacroix,Margot,mlacroix@free.fr,44,1944-01-28,83,11725.68
Toussaint,Laetitia,ltoussaint1@hotmail.fr,72,2005-07-07,63,3271.86
Turpin,Mathilde,mturpin1@tele2.fr,29,1970-03-21,105,-13410.36
Michel,Noémi,nmichel1@free.fr,53,1991-05-09,41,1923.26
Pineau,Alfred,apineau@tele2.fr,25,1998-11-01,50,-2753.7
Julien,Richard,rjulien@tiscali.fr,87,1949-04-08,19,-2416.62
Fouquet,Arthur,afouquet2@noos.fr,69,1960-05-29,149,13785.51
Collin,Hélène,hcollin@sfr.fr,80,1968-05-20,32,3653.36
Berger,Margaret,mberger@live.com,68,1963-12-24,147,6397.51
Laroche,Mathilde,mlaroche1@dbmail.com,79,1943-03-05,52,152.01
Petitjean,Patrick,ppetitjean@wanadoo.fr,86,1946-11-21,104,-3536.9
Besnard,Josette,jbesnard@free.fr,2C,1940-08-03,45,1432.79
Brun,Hortense,hbrun1@tele2.fr,66,1962-03-09,64,4424.15
Blanc,Marthe,mblanc@club-internet.fr,39,2004-08-17,112,7133.17
Maillet,Denise,dmaillet@dbmail.com,96,1977-06-29,98,8501.62
Fontaine,Frédérique,ffontaine@sfr.fr,11,1968-09-12,62,9129.31
Lebrun,Gilles,glebrun@tele2.fr,34,1973-07-15,12,1142.92
Klein,Thérèse,tklein@tele2.fr,25,1999-08-20,87,1496.27
Guichard,Marianne,mguichard1@yahoo.fr,58,1959-01-16,27,3676.19
Collin,Sylvie,scollin@ifrance.com,68,1950-02-23,-100,-7266.58
Simon,Monique,msimon@club-internet.fr,72,2020-14-30,105,5443.08
Collin,Nathalie,ncollin.ifrance.com,34,1948-03-12,96,12615.21
Ferrand,Alice,aferrand1@ifrance.com,65,2001-04-04,24,184.76
Legros,Henriette,hlegros.live.com,978,1974-10-17,98,3382.09
Sanchez,Margaret,msanchez3@voila.fr,46,1960-10-20,73,3225.97
Giraud,Paulette,pgiraud1@free.fr,75,2017-10-31,74,1174.87
Bourgeois,Laure,lbourgeois@gmail.com,01,1969-05-17,39,1738.91
Girard,Étienne,egirard2@noos.fr,65,1943-09-10,9,211.78
Vidal,Virginie,vvidal@club-internet.fr,01,1990-07-04,23,1032.81
Gauthier,Auguste,agauthier2@laposte.net,77,1967-02-11,82,2462.1
Bigot,Susanne,sbigot@ifrance.com,68,1988-12-24,81,933.16
Simon,Anastasie,asimon@voila.fr,25,1952-06-10,89,1941.04
Pelletier,Anouk,apelletier2@sfr.fr,55,1996-01-29,12,-325.12
Maury,Hélène,hmaury.sfr.fr,51,1978-01-29,88,2214.74
Valette,Jean,jvalette2@orange.fr,03,2003-05-19,-21,-3085.94
Rodrigues,Théophile,trodrigues@voila.fr,90,1969-12-29,147,5515.2
Normand,Juliette,jnormand2@sfr.fr,976,1995-03-18,107,14958.58
Ferrand,Grégoire,gferrand@wanadoo.fr,972,1983-02-27,30,1507.51
Blanchard,Hugues,hblanchard@sfr.fr,31,1999-07-22,109,3502.64
Dumont,Susan,sdumont@noos.fr,66,1956-10-12,113,7984.04
Buisson,Jeannine,jbuisson1@wanadoo.fr,40,1968-12-31,81,9549.37
Monnier,Claudine,cmonnier@ifrance.com,26,1943-12-11,131,15610.38
Bouchet,René,rbouchet@dbmail.com,95,2003-09-27,4,155.12
Pinto,Maryse,mpinto1@sfr.fr,47,2005-04-16,53,1239.18
De Oliveira,Olivier,ode oliveira@bouygtel.fr,72,1977-07-05,38,3032.22
Boulanger,Michel,mboulanger3@live.com,17,2004-03-15,6,46.48
Marchal,Françoise,fmarchal1@noos.fr,22,1950-03-07,99,14688.01
Hoarau,Mathilde,mhoarau3@dbmail.com,76,2018-13-31,2,60.38
Leconte,Gilles,gleconte@yahoo.fr,96,1974-09-25,27,496.9
Jacquot,Colette,cjacquot@free.fr,973,2003-04-09,110,14915.79
Berger,Margot,mberger@club-internet.fr,35,1975-04-02,124,13365.3
Valentin,Jérôme,jvalentin@yahoo.fr,977,1989-02-06,76,592.23
Leclercq,Catherine,cleclercq1@club-internet.fr,72,2006-14-31,127,-12772.22
Delannoy,Sébastien,sdelannoy@tele2.fr,95,1979-01-10,43,1114.1
Brunel,Guy,gbrunel1@gmail.com,41,1947-05-22,110,10726.55
Duval,Robert,rduval@gmail.com,92,1944-07-14,-32,-4822.63
Fournier,Marcel,mfournier@bouygtel.fr,22,2004-09-30,95,2518.52
Carpentier,Emmanuel,ecarpentier@bouygtel.fr,67,1973-11-30,120,7713.12
Pineau,Victoire,vpineau@club-internet.fr,63,1957-09-11,119,4510.93
Leveque,Alex,aleveque2@laposte.net,01,1941-06-15,71,3557.68
Laine,Jules,jlaine@laposte.net,976,1980-01-19,82,9168.61
Vallee,Georges,gvallee1@tiscali.fr,971,2008-15-28,68,8097.66
Fournier,Aimée,afournier2@orange.fr,69,2020-15-35,48,3228.86
Rodrigues,Christelle,crodrigues1@ifrance.com,69,1971-03-12,121,5875.44
Faivre,Claudine,cfaivre@free.fr,09,2010-12-33,113,9179.52
Petitjean,Suzanne,spetitjean@laposte.net,86,1944-08-01,-32,1325.77
Evrard,Théophile,tevrard1@hotmail.fr,15,2004-11-19,137,1688.24
Dupuis,Astrid,adupuis1@hotmail.fr,55,1956-09-16,119,15257.58
Gauthier,Joséphine,jgauthier@yahoo.fr,977,1962-11-24,-114,-3501.51
Perrot,Aurore,aperrot@club-internet.fr,14,1986-11-07,80,2141.25
Bouvet,Geneviève,gbouvet@laposte.net,79,1971-05-13,37,486.05
Marty,Isabelle,imarty@wanadoo.fr,13,1986-11-14,68,7338.38
Pereira,Guy,gpereira1@voila.fr,82,1984-07-29,85,2527.25
Roger,Alphonse,aroger@dbmail.com,2B,2013-13-28,106,1468.52
Deschamps,Gilles,gdeschamps1@sfr.fr,39,1984-09-18,62,5463.65
Lebon,Agathe,alebon1@wanadoo.fr,93,2007-15-29,85,10689.17
Rocher,Théodore,trocher@wanadoo.fr,12,1964-08-06,6,763.8
Giraud,Alix,agiraud3@laposte.net,33,1974-03-28,100,14672.54
Martel,Théodore,tmartel@orange.fr,15,1996-12-24,61,5832.4
Godard,Juliette,jgodard@laposte.net,29,1972-06-24,114,13886.2
Laurent,Bertrand,blaurent@laposte.net,38,1974-02-02,101,4284.83
Bailly,Élodie,ebailly1@yahoo.fr,74,1973-05-04,84,-5265.57
Guillou,Marie,mguillou@free.fr,08,1976-08-12,75,7435.9
Pages,Laetitia,lpages1@club-internet.fr,52,1941-01-30,95,3053.29
Daniel,Stéphanie,sdaniel@voila.fr,83,1974-10-29,95,6424.79
Marechal,Madeleine,mmarechal@yahoo.fr,07,1958-01-21,49,7158.03
De Sousa,Océane,ode sousa@laposte.net,78,2018-15-31,37,3330.45
Lemoine,Martin,mlemoine@noos.fr,63,1945-08-11,-110,-10355.16
Delorme,Timothée,tdelorme@bouygtel.fr,78,1951-06-22,-74,-3355.58
Lecoq,Aurore,alecoq@yahoo.fr,16,1970-03-02,36,1808.25
Jean,Paulette,pjean@free.fr,89,1984-05-13,71,2923.49
Lambert,David,dlambert2@ifrance.com,56,1978-09-25,120,4649.14
Lebrun,Timothée,tlebrun@wanadoo.fr,39,1973-01-28,83,11219.93
Michel,Jean,jmichel@tiscali.fr,17,2010-13-31,99,12025.96
Ribeiro,Jean,jribeiro@voila.fr,68,1962-06-30,34,4518.7
Leleu,Manon,mleleu1@sfr.fr,54,1984-01-12,17,842.41
Julien,Adélaïde,ajulien1@club-internet.fr,34,1953-12-13,127,11026.62
Munoz,Christine,cmunoz@bouygtel.fr,60,2000-12-14,98,13502.28
Fontaine,Nicolas,nfontaine@noos.fr,66,2001-12-02,68,1579.41
Fernandes,Virginie,vfernandes@live.com,62,2003-08-15,109,5184.21
Perez,Alexandre,aperez1@tiscali.fr,64,1970-08-11,79,5412.47
Besson,Jean,jbesson1@tiscali.fr,91,1977-12-15,151,13966.06
Bernier,Léon,lbernier@noos.fr,51,1969-07-03,21,591.76
Moreno,Margot,mmoreno1@gmail.com,67,1960-03-02,99,8249.26
Humbert,Margaux,mhumbert@sfr.fr,92,1971-09-07,18,2502.23
Perret,Thierry,tperret@bouygtel.fr,03,1976-10-06,102,12826.46
Antoine,Frédéric,fantoine@laposte.net,50,1976-10-31,61,4887.5
Jean,Aimée,ajean@voila.fr,2B,1950-11-02,139,1300.09
Collet,Adèle,acollet1@free.fr,08,1964-06-27,44,3098.16
Fournier,Anaïs,afournier1@sfr.fr,51,1978-05-09,129,9515.96
Bruneau,Claudine,cbruneau1@tele2.fr,48,1977-04-04,85,7505.95
Lefevre,Dorothée,dlefevre@sfr.fr,11,1998-01-30,144,14949.82
Leveque,Bernard,bleveque@bouygtel.fr,85,1995-08-18,108,7710.31
Goncalves,Richard,rgoncalves@voila.fr,66,1982-04-29,57,4155.65
Raynaud,Laurent,lraynaud@sfr.fr,2C,1991-12-04,117,8528.08
Brunet,Martin,mbrunet3@dbmail.com,13,2010-11-33,62,4581.3
Remy,Zacharie,zremy@laposte.net,43,1946-04-28,15,2007.5
Lelievre,Alice,alelievre2@live.com,96,1989-12-21,17,2138.94
Legendre,Amélie,alegendre.voila.fr,06,1986-04-26,130,11997.04
Roux,Laurence,lroux@live.com,68,1956-12-22,97,11699.66
Normand,Odette,onormand1@tele2.fr,973,1952-11-03,96,2025.25
Chretien,Éléonore,echretien1@free.fr,977,1974-12-02,130,15052.72
Ollivier,Roland,rollivier@gmail.com,76,1960-09-20,114,10581.94
Michel,Auguste,amichel@gmail.com,82,1981-11-05,99,1579.34
Besson,Nath,nbesson@sfr.fr,14,1981-09-05,80,3619.42
Tanguy,Augustin,atanguy@laposte.net,88,1980-09-22,103,11966.87
Hamon,Philippine,phamon@tiscali.fr,96,1992-03-23,104,6485.01
Nicolas,Théodore,tnicolas@dbmail.com,07,1940-07-05,102,13385.08
Baron,Éric,ebaron@ifrance.com,17,1945-10-05,117,14740.12
Dupuis,Sophie,sdupuis@ifrance.com,59,1972-11-04,98,11198.17
Pires,Marianne,mpires2@laposte.net,03,1951-11-24,55,2859.65
Pinto,Yves,ypinto@live.com,976,1989-03-15,-28,-4058.25
Gaudin,Dorothée,dgaudin1@laposte.net,33,2003-09-25,83,10011.3
Ollivier,Cécile,collivier.live.com,84,1985-10-20,123,4973.93
Imbert,Timothée,timbert@bouygtel.fr,36,1995-02-05,94,13155.66
Gimenez,Louis,lgimenez1@laposte.net,36,1985-12-08,80,8302.5
Gay,Roger,rgay@hotmail.fr,977,2019-13-35,107,-6053.03
Guichard,Sabine,sguichard9@sfr.fr,2C,1960-06-21,151,4311.83
Lemaire,Marguerite,mlemaire@tele2.fr,67,1979-11-16,71,150.74
Meunier,Margot,mmeunier1@gmail.com,52,1948-12-16,16,764.81
Pinto,Roland,rpinto@voila.fr,85,1981-08-05,138,15298.32
Aubry,Catherine,caubry1@orange.fr,60,1945-10-02,81,8144.68
Hebert,Jacques,jhebert1@tiscali.fr,45,1967-05-23,38,2307.46
Marin,Mathilde,mmarin1@ifrance.com,22,2003-06-17,88,6236.6
Imbert,Gabrielle,gimbert.live.com,88,1979-12-14,110,3043.6
Salmon,Margaux,msalmon1@bouygtel.fr,61,1950-05-14,-40,-3696.79
Lamy,Georges,glamy@tele2.fr,2C,2005-07-17,9,1208.48
Pons,Simone,spons@hotmail.fr,977,1969-11-20,54,1695.86
Brun,Auguste,abrun2@tiscali.fr,56,1989-02-28,82,6965.99
Marques,Adèle,amarques2@live.com,977,1957-07-14,49,-4016.1
Berthelot,Thierry,tberthelot@dbmail.com,08,1945-05-15,131,-9624.27
Gosselin,Émile,egosselin@sfr.fr,44,1965-01-20,148,9039.83
Valette,Vincent,vvalette@hotmail.fr,977,1977-11-13,-26,-391.08
Verdier,Claudine,cverdier@free.fr,96,1987-11-18,138,11372.47
Fernandez,Michèle,mfernandez1@sfr.fr,18,1969-12-26,111,13969.41
Collin,Mathilde,mcollin1@noos.fr,69,1990-08-20,124,9175.98
Le Gall,Philippine,ple gall.yahoo.fr,74,1959-07-31,36,337.15
Pinto,daisy,dpinto@tiscali.fr,62,1949-10-14,41,118.61
Faivre,Denis,dfaivre@noos.fr,61,1961-09-18,62,-6232.92
Meunier,Capucine,cmeunier1@hotmail.fr,54,1999-02-08,113,4028.14
David,Susanne,sdavid@live.com,13,2005-06-09,-132,19977.24
Langlois,Michel,mlanglois@voila.fr,03,1989-09-26,-108,-13247.66
Deschamps,Isaac,ideschamps@tiscali.fr,64,1949-08-16,79,9846.4
Dufour,Édith,edufour@club-internet.fr,93,1962-10-27,-52,-4579.06
Lamy,Martin,mlamy@tele2.fr,977,1980-07-10,151,-11590.27
Texier,Hugues,htexier@orange.fr,51,1955-01-21,129,15943.91
Humbert,Gilles,ghumbert1@tiscali.fr,25,1994-03-14,139,12867.8
Le Roux,Michel,mle roux@noos.fr,03,1983-09-21,105,2274.43
Henry,Arnaude,ahenry1@live.com,96,1951-02-15,133,15832.94
Joseph,Lucie,ljoseph1@club-internet.fr,972,1995-02-04,45,302.1
Weiss,Aimée,aweiss1@yahoo.fr,978,1951-12-28,74,493.37
Merle,Thomas,tmerle@dbmail.com,972,1984-08-16,151,5402.68
Faure,Jules,jfaure@tele2.fr,50,1957-06-29,102,1457.69
Roy,Mathilde,mroy@live.com,85,1997-08-18,14,1344.64
Rousseau,Élise,erousseau@free.fr,17,1949-01-22,-74,-8506.01
Blanchet,Louise,lblanchet@ifrance.com,53,2000-01-22,73,8376.42
Humbert,Charles,chumbert@orange.fr,33,2005-12-29,142,14593.21
Neveu,Emmanuel,eneveu@sfr.fr,978,1983-05-22,30,147.55
Rousset,Adélaïde,arousset@tele2.fr,71,2000-03-04,46,5209.48
Charrier,Robert,rcharrier@yahoo.fr,31,1947-11-02,26,387.47
Maillard,Margaud,mmaillard1@live.com,54,2005-14-32,88,3902.23
Samson,Maggie,msamson1@noos.fr,30,2002-07-16,13,605.19
Bouchet,Xavier,xbouchet@yahoo.fr,40,1952-08-04,131,4091.61
Daniel,Léon,ldaniel1@laposte.net,39,1976-12-18,125,8807.07
Huet,Joseph,jhuet@gmail.com,31,1949-06-07,69,-7173.87
Blot,Alfred,ablot2@tele2.fr,04,1940-04-03,127,19266.96
Leconte,Noël,nleconte1@tele2.fr,52,1983-04-01,68,-6986.79
Meyer,Manon,mmeyer@voila.fr,88,1974-08-12,27,-2457.66
Pinto,Alice,apinto2@laposte.net,54,1958-12-04,17,1748.23
Rossi,Christelle,crossi1@wanadoo.fr,35,1959-11-16,-124,-1194.31
Lecomte,Thomas,tlecomte2@yahoo.fr,49,1987-10-31,105,1564.05
Jacob,Adrien,ajacob1@free.fr,13,1974-10-22,-83,-8498.15
Gros,Hortense,hgros@live.com,978,1955-02-26,33,2058.88
Baron,Dorothée,dbaron@bouygtel.fr,46,2002-09-13,22,2998.65
Lefebvre,Laure,llefebvre.club-internet.fr,59,1971-08-06,44,4411.39
Perez,Françoise,fperez@hotmail.fr,971,1957-02-13,135,3079.36
Lefort,Valérie,vlefort@sfr.fr,94,1965-05-05,39,2252.52
Benoit,Pierre,pbenoit@bouygtel.fr,69,1983-11-17,138,12974.95
Diallo,François,fdiallo@tiscali.fr,88,1990-09-03,72,4394.43
Hebert,Corinne,chebert@noos.fr,01,2005-13-34,79,6848.06
Gauthier,Victoire,vgauthier@live.com,11,1977-06-27,108,10530.73
Reynaud,Susan,sreynaud1@free.fr,95,1948-12-30,148,22255.7
Chauvin,Gilbert,gchauvin@dbmail.com,96,1964-08-10,131,3819.9
Carre,Emmanuelle,ecarre@free.fr,87,1976-06-08,76,9783.32
Gomes,Joseph,jgomes10@live.com,83,2014-14-35,21,431.74
Carlier,Thérèse,tcarlier@dbmail.com,24,2002-10-20,119,1028.36
Labbe,Agnès,alabbe2@live.com,42,1961-07-29,32,3211.21
Sanchez,Julien,jsanchez@live.com,05,1974-01-19,43,2783.03
Gay,Nathalie,ngay@laposte.net,58,1941-11-08,24,1227.24
Grenier,Adrienne,agrenier1@tiscali.fr,67,1959-12-05,4,423.35
Charpentier,Paul,pcharpentier@noos.fr,05,1996-12-29,118,16500.29
Bouchet,Honoré,hbouchet@gmail.com,59,1965-10-16,102,13048.94
Potier,Manon,mpotier@tele2.fr,56,1945-03-03,12,435.23
Gaudin,Cécile,cgaudin@orange.fr,06,1997-04-19,92,9181.68
Lebreton,Céline,clebreton1@laposte.net,78,2002-12-28,138,10166.52
Leveque,Thérèse,tleveque@tiscali.fr,22,1995-01-19,92,7349.2
Sauvage,Marguerite,msauvage@dbmail.com,90,1971-10-06,79,11094.46
Lefebvre,Sophie,slefebvre@live.com,42,1951-02-23,85,9586.99
Da Silva,Louise,lda silva1@club-internet.fr,06,1993-07-20,7,180.34
Schmitt,Lucas,lschmitt@club-internet.fr,54,1959-03-22,35,4677.68
Marchand,Éric,emarchand1@gmail.com,63,1950-03-24,132,11482.02
Hoareau,Cécile,choareau3@sfr.fr,01,1993-12-21,97,12221.07
Legrand,Brigitte,blegrand2@gmail.com,73,1996-08-15,8,935.37
Carlier,Colette,ccarlier@yahoo.fr,58,2014-10-33,75,9434.07
Wagner,Sophie,swagner@club-internet.fr,22,1986-03-19,108,4666.61
Germain,Bernard,bgermain@club-internet.fr,39,1962-04-15,10,175.16
Fernandez,Noémi,nfernandez@bouygtel.fr,86,2006-12-31,46,1818.42
Pelletier,Juliette,jpelletier@gmail.com,14,1999-09-23,145,6345.17
Bousquet,Denise,dbousquet@free.fr,08,1981-09-23,64,6632.61
Cousin,Thierry,tcousin11@club-internet.fr,70,1993-08-24,56,3961.19
Legrand,Grégoire,glegrand1@orange.fr,69,1977-01-18,12,1107.25
Dubois,Paulette,pdubois1@dbmail.com,66,1965-03-17,64,5552.3
Ribeiro,Laetitia,lribeiro@gmail.com,36,1977-09-19,-11,1665.46
Lebrun,Guillaume,glebrun@bouygtel.fr,59,1990-05-26,127,15629.86
Petit,Timothée,tpetit@free.fr,16,1946-01-31,61,4127.43
Dupre,Marianne,mdupre2@voila.fr,51,1990-05-20,135,11687.37
Lebon,Benjamin,blebon@laposte.net,2C,1991-08-27,84,5610.36
Ferrand,Lucas,lferrand1@yahoo.fr,977,1972-02-23,108,15921.78
Descamps,Dominique,ddescamps1@live.com,2C,2001-09-01,50,2775.41
Tessier,Valérie,vtessier@tiscali.fr,54,1964-10-11,59,3252.26
Klein,Noël,nklein@live.com,66,1988-05-03,104,10818.31
Maillard,Christiane,cmaillard1@gmail.com,94,2001-10-03,61,2709.82
Launay,Guy,glaunay@dbmail.com,01,1980-12-11,-85,-10974.46
Maury,Élodie,emaury@sfr.fr,64,1945-08-07,75,417.68
Descamps,Marcelle,mdescamps4@gmail.com,05,1959-05-04,129,18047.78
Mahe,Hugues,hmahe@club-internet.fr,60,2002-12-23,18,803.69
Moreno,Adrienne,amoreno@sfr.fr,43,1951-09-12,96,11415.8
Gilles,Constance,cgilles.wanadoo.fr,978,1945-02-12,21,2373.84
Valentin,Matthieu,mvalentin2@dbmail.com,63,1994-11-04,73,5073.36
Lemoine,Alex,alemoine1@tele2.fr,2C,1949-09-08,33,3156.34
Lecomte,Élise,elecomte@dbmail.com,47,1961-09-09,112,1210.34
Le Roux,Benoît,ble roux@dbmail.com,48,1940-06-09,80,2732.22
Dumont,Anouk,adumont3@tiscali.fr,2C,1963-05-20,27,726.62
Langlois,Madeleine,mlanglois.tiscali.fr,82,2014-13-31,23,1042.92
Cordier,Marc,mcordier1@bouygtel.fr,2C,1948-07-23,56,8250.65
Ledoux,Margaux,mledoux@sfr.fr,33,1970-12-04,105,11173.04
Payet,Olivier,opayet@club-internet.fr,43,1962-04-12,148,10417.3
Arnaud,Marcel,marnaud1@gmail.com,22,2011-14-28,143,20254.74
Lemaitre,Gilles,glemaitre@free.fr,978,1984-02-08,18,494.09
Hernandez,Jean,jhernandez1@dbmail.com,88,1986-10-28,75,8862.52
Blot,Bernard,bblot@hotmail.fr,2C,2019-13-29,67,1927.12
Monnier,Lorraine,lmonnier@tiscali.fr,78,1989-09-03,7,164.23
Auger,Michelle,mauger.laposte.net,76,1967-05-20,146,20588.21
Giraud,Claire,cgiraud1@hotmail.fr,21,1951-11-10,90,12188.3
Daniel,Mathilde,mdaniel1@wanadoo.fr,972,1947-03-23,95,9413.99
Labbe,Lorraine,llabbe@voila.fr,83,1995-04-15,92,10669.84
Collin,Alphonse,acollin2@wanadoo.fr,84,1968-01-27,131,7506.38
Pichon,Gabrielle,gpichon1@orange.fr,2A,2000-01-09,43,3299.24
Blanc,Renée,rblanc@ifrance.com,50,1972-10-18,55,8118.03
Allain,Raymond,rallain@live.com,22,1974-12-02,90,5772.4
Grondin,Claudine,cgrondin@yahoo.fr,977,1967-07-18,33,2816.28
Klein,Alain,aklein2@sfr.fr,68,1970-07-02,91,6906.38
Levy,Christiane,clevy1@ifrance.com,43,2004-10-34,104,2166.27
Leroux,Geneviève,gleroux@noos.fr,04,2001-07-27,147,16099.26
Hamel,Élise,ehamel@hotmail.fr,87,2007-13-31,9,413.1
